N,rep,lambda,sum_abs_f_reg,sum_abs_f_un,max_abs_f_reg,n_active_reg_5pct,n_active_reg_2pct
150,22,0.033404235293975036,82.56167591762387,128.73985085916152,2.016197851447243,142,147
150,23,0.033404235293975036,86.81836319208762,127.00318200724587,1.693926104457175,144,148
150,24,0.033404235293975036,86.0085727524151,135.56744217799175,2.1263538491932277,144,149
150,25,0.033404235293975036,81.10630306378644,124.03390003896898,2.17540358085026,136,141
150,26,0.033404235293975036,82.26342928553207,125.94212594007082,1.7325019932793637,134,143
150,27,0.033404235293975036,76.8075118848044,116.66822091760113,1.9127951520849231,136,141
150,28,0.033404235293975036,82.13238532884093,121.70955349229014,2.094997590533444,140,146
150,29,0.033404235293975036,86.5008371922788,134.70938194618364,1.9241704973776028,142,146
200,0,0.02649158683274018,118.46130626452782,180.6359700577138,2.2687962759879876,184,195
200,1,0.02649158683274018,118.46130626452964,180.63597005771047,2.268796275988004,184,195
200,2,0.02649158683274018,118.4613062645289,180.63597005771197,2.2687962759879694,184,195
200,3,0.02649158683274018,118.46130626453055,180.63597005771265,2.2687962759880675,184,195
200,4,0.02649158683274018,118.46130626452842,180.63597005771655,2.26879627598802,184,195
200,5,0.02649158683274018,118.46130626452802,180.6359700577154,2.2687962759879787,184,195
200,6,0.02649158683274018,118.46130626452714,180.6359700577158,2.268796275988067,184,195
200,7,0.02649158683274018,118.46130626452913,180.6359700577126,2.268796275988008,184,195
200,8,0.02649158683274018,118.46130626452984,180.63597005770956,2.2687962759880427,184,195
200,9,0.02649158683274018,118.46130626452694,180.63597005770947,2.268796275987982,184,195
200,10,0.02649158683274018,118.4613062645291,180.63597005771544,2.268796275987967,184,195
200,11,0.02649158683274018,118.46130626452707,180.63597005772124,2.2687962759880778,184,195
200,12,0.02649158683274018,118.46130626452681,180.63597005771024,2.2687962759881257,184,195
200,13,0.02649158683274018,118.46130626452839,180.63597005771433,2.268796275988043,184,195
200,14,0.02649158683274018,118.4613062645285,180.63597005771422,2.2687962759880898,184,195
200,15,0.02649158683274018,118.46130626452879,180.63597005771132,2.26879627598804,184,195
200,16,0.02649158683274018,118.46130626452931,180.63597005771456,2.2687962759880596,184,195
200,17,0.02649158683274018,118.46130626452916,180.63597005771192,2.2687962759878917,184,195
200,18,0.02649158683274018,118.46130626452707,180.6359700577167,2.2687962759879317,184,195
200,19,0.02649158683274018,118.46130626453005,180.6359700577097,2.2687962759879903,184,195
200,20,0.02649158683274018,118.4613062645284,180.63597005771277,2.268796275988052,184,195
200,21,0.02649158683274018,118.46130626452802,180.63597005771885,2.2687962759881173,184,195
200,22,0.02649158683274018,118.46130626453008,180.63597005771462,2.2687962759881497,184,195
200,23,0.02649158683274018,118.46130626452761,180.63597005770424,2.2687962759880658,184,195
200,24,0.02649158683274018,118.46130626452667,180.63597005771436,2.268796275988026,184,195
200,25,0.02649158683274018,118.46130626452825,180.6359700577106,2.268796275988055,184,195
200,26,0.02649158683274018,118.46130626452913,180.63597005771322,2.2687962759880063,184,195
200,27,0.02649158683274018,118.46130626452714,180.63597005771877,2.2687962759879676,184,195
200,28,0.02649158683274018,118.46130626452965,180.635970057709,2.2687962759880844,184,195
200,29,0.02649158683274018,118.46130626452955,180.6359700577159,2.2687962759880014,184,195
